,anio,eleccion,partido,pais,votos,censo
3646,2022,CmaraNegritudes,CONSEJOCOMUNITARIOBOCASDETAPARAL,LUXEMBURGO,1,149
3647,2022,CmaraNegritudes,CONSEJOCOMUNITARIOBOCASDETAPARAL,MEXICO,3,8606
3648,2022,CmaraNegritudes,CONSEJOCOMUNITARIOBOCASDETAPARAL,NUEVAZELANDIA,1,1099
3649,2022,CmaraNegritudes,CONSEJOCOMUNITARIOBOCASDETAPARAL,PANAMA,4,18690
3650,2022,CmaraNegritudes,CONSEJOCOMUNITARIOBOCASDETAPARAL,PERU,1,5592
3651,2022,CmaraNegritudes,CONSEJOCOMUNITARIOBOCASDETAPARAL,SUIZA,1,1072
3652,2022,CmaraNegritudes,CONSEJOCOMUNITARIOBOCASDETAPARAL,VENEZUELA,1,20996
3653,2022,CmaraNegritudes,CONSEJOCOMUNITARIODECOMUNIDADESNEGRASDECAMPOHERMOSO,ALEMANIA,1,1073
3654,2022,CmaraNegritudes,CONSEJOCOMUNITARIODECOMUNIDADESNEGRASDECAMPOHERMOSO,ARGENTINA,2,14070
3655,2022,CmaraNegritudes,CONSEJOCOMUNITARIODECOMUNIDADESNEGRASDECAMPOHERMOSO,ARUBA,1,4867
3656,2022,CmaraNegritudes,CONSEJOCOMUNITARIODECOMUNIDADESNEGRASDECAMPOHERMOSO,AUSTRALIA,2,1111
3657,2022,CmaraNegritudes,CONSEJOCOMUNITARIODECOMUNIDADESNEGRASDECAMPOHERMOSO,CANADA,3,5114
3658,2022,CmaraNegritudes,CONSEJOCOMUNITARIODECOMUNIDADESNEGRASDECAMPOHERMOSO,CHILE,2,6248
3659,2022,CmaraNegritudes,CONSEJOCOMUNITARIODECOMUNIDADESNEGRASDECAMPOHERMOSO,ECUADOR,1,15309
3660,2022,CmaraNegritudes,CONSEJOCOMUNITARIODECOMUNIDADESNEGRASDECAMPOHERMOSO,EMIRATOSARABESUNIDOS,2,2087
3661,2022,CmaraNegritudes,CONSEJOCOMUNITARIODECOMUNIDADESNEGRASDECAMPOHERMOSO,ESPANA,15,27149
3662,2022,CmaraNegritudes,CONSEJOCOMUNITARIODECOMUNIDADESNEGRASDECAMPOHERMOSO,ESTADOSUNIDOS,19,20958
3663,2022,CmaraNegritudes,CONSEJOCOMUNITARIODECOMUNIDADESNEGRASDECAMPOHERMOSO,GUATEMALA,2,1506
3664,2022,CmaraNegritudes,CONSEJOCOMUNITARIODECOMUNIDADESNEGRASDECAMPOHERMOSO,INGLATERRA,1,15893
3665,2022,CmaraNegritudes,CONSEJOCOMUNITARIODECOMUNIDADESNEGRASDECAMPOHERMOSO,MEXICO,2,8606
3666,2022,CmaraNegritudes,CONSEJOCOMUNITARIODECOMUNIDADESNEGRASDECAMPOHERMOSO,PANAMA,5,18690
3667,2022,CmaraNegritudes,CONSEJOCOMUNITARIODECOMUNIDADESNEGRASDECAMPOHERMOSO,PERU,1,319
3668,2022,CmaraNegritudes,CONSEJOCOMUNITARIODECOMUNIDADESNEGRASDECAMPOHERMOSO,PUERTORICO,1,1378
3669,2022,CmaraNegritudes,CONSEJOCOMUNITARIODECOMUNIDADESNEGRASDECAMPOHERMOSO,RUSIA,1,641
3670,2022,CmaraNegritudes,CONSEJOCOMUNITARIODECOMUNIDADESNEGRASDECAMPOHERMOSO,SUIZA,1,1072
3671,2022,CmaraNegritudes,CONSEJOCOMUNITARIODECOMUNIDADESNEGRASDEGUAYABAL,ALEMANIA,49,3053
3672,2022,CmaraNegritudes,CONSEJOCOMUNITARIODECOMUNIDADESNEGRASDEGUAYABAL,ARGENTINA,37,14070
3673,2022,CmaraNegritudes,CONSEJOCOMUNITARIODECOMUNIDADESNEGRASDEGUAYABAL,ARUBA,1,4867
3674,2022,CmaraNegritudes,CONSEJOCOMUNITARIODECOMUNIDADESNEGRASDEGUAYABAL,AUSTRALIA,42,4986
3675,2022,CmaraNegritudes,CONSEJOCOMUNITARIODECOMUNIDADESNEGRASDEGUAYABAL,AUSTRIA,6,1091
3676,2022,CmaraNegritudes,CONSEJOCOMUNITARIODECOMUNIDADESNEGRASDEGUAYABAL,BELGICA,4,3080
3677,2022,CmaraNegritudes,CONSEJOCOMUNITARIODECOMUNIDADESNEGRASDEGUAYABAL,BRASIL,9,654
3678,2022,CmaraNegritudes,CONSEJOCOMUNITARIODECOMUNIDADESNEGRASDEGUAYABAL,CANADA,61,5114
3679,2022,CmaraNegritudes,CONSEJOCOMUNITARIODECOMUNIDADESNEGRASDEGUAYABAL,CHILE,20,3736
3680,2022,CmaraNegritudes,CONSEJOCOMUNITARIODECOMUNIDADESNEGRASDEGUAYABAL,CHINAREPUBLICAPOPULAR,2,213
3681,2022,CmaraNegritudes,CONSEJOCOMUNITARIODECOMUNIDADESNEGRASDEGUAYABAL,COREADELSUR,1,247
3682,2022,CmaraNegritudes,CONSEJOCOMUNITARIODECOMUNIDADESNEGRASDEGUAYABAL,COSTARICA,12,9471
3683,2022,CmaraNegritudes,CONSEJOCOMUNITARIODECOMUNIDADESNEGRASDEGUAYABAL,CURAZAO,3,1984
3684,2022,CmaraNegritudes,CONSEJOCOMUNITARIODECOMUNIDADESNEGRASDEGUAYABAL,ECUADOR,8,15309
3685,2022,CmaraNegritudes,CONSEJOCOMUNITARIODECOMUNIDADESNEGRASDEGUAYABAL,ELSALVADOR,1,591
3686,2022,CmaraNegritudes,CONSEJOCOMUNITARIODECOMUNIDADESNEGRASDEGUAYABAL,EMIRATOSARABESUNIDOS,3,2087
3687,2022,CmaraNegritudes,CONSEJOCOMUNITARIODECOMUNIDADESNEGRASDEGUAYABAL,ESPANA,89,27149
3688,2022,CmaraNegritudes,CONSEJOCOMUNITARIODECOMUNIDADESNEGRASDEGUAYABAL,ESTADOSUNIDOS,143,10815
3689,2022,CmaraNegritudes,CONSEJOCOMUNITARIODECOMUNIDADESNEGRASDEGUAYABAL,FINLANDIA,1,330
3690,2022,CmaraNegritudes,CONSEJOCOMUNITARIODECOMUNIDADESNEGRASDEGUAYABAL,FRANCIA,35,4544
3691,2022,CmaraNegritudes,CONSEJOCOMUNITARIODECOMUNIDADESNEGRASDEGUAYABAL,HONDURAS,1,515
3692,2022,CmaraNegritudes,CONSEJOCOMUNITARIODECOMUNIDADESNEGRASDEGUAYABAL,INDONESIA,1,73
3693,2022,CmaraNegritudes,CONSEJOCOMUNITARIODECOMUNIDADESNEGRASDEGUAYABAL,INGLATERRA,15,15893
3694,2022,CmaraNegritudes,CONSEJOCOMUNITARIODECOMUNIDADESNEGRASDEGUAYABAL,IRLANDA,1,339
3695,2022,CmaraNegritudes,CONSEJOCOMUNITARIODECOMUNIDADESNEGRASDEGUAYABAL,ISRAEL,1,1306
3696,2022,CmaraNegritudes,CONSEJOCOMUNITARIODECOMUNIDADESNEGRASDEGUAYABAL,ITALIA,7,5213
3697,2022,CmaraNegritudes,CONSEJOCOMUNITARIODECOMUNIDADESNEGRASDEGUAYABAL,LUXEMBURGO,1,149
3698,2022,CmaraNegritudes,CONSEJOCOMUNITARIODECOMUNIDADESNEGRASDEGUAYABAL,MEXICO,11,8606
3699,2022,CmaraNegritudes,CONSEJOCOMUNITARIODECOMUNIDADESNEGRASDEGUAYABAL,NORUEGA,2,576
3700,2022,CmaraNegritudes,CONSEJOCOMUNITARIODECOMUNIDADESNEGRASDEGUAYABAL,NUEVAZELANDIA,2,1099
3701,2022,CmaraNegritudes,CONSEJOCOMUNITARIODECOMUNIDADESNEGRASDEGUAYABAL,PAISESBAJOS,1,2660
3702,2022,CmaraNegritudes,CONSEJOCOMUNITARIODECOMUNIDADESNEGRASDEGUAYABAL,PANAMA,11,18690
3703,2022,CmaraNegritudes,CONSEJOCOMUNITARIODECOMUNIDADESNEGRASDEGUAYABAL,PERU,7,5592
3704,2022,CmaraNegritudes,CONSEJOCOMUNITARIODECOMUNIDADESNEGRASDEGUAYABAL,PORTUGAL,1,828
3705,2022,CmaraNegritudes,CONSEJOCOMUNITARIODECOMUNIDADESNEGRASDEGUAYABAL,PUERTORICO,10,1378
3706,2022,CmaraNegritudes,CONSEJOCOMUNITARIODECOMUNIDADESNEGRASDEGUAYABAL,REPUBLICADESINGAPUR,1,257
3707,2022,CmaraNegritudes,CONSEJOCOMUNITARIODECOMUNIDADESNEGRASDEGUAYABAL,REPUBLICADOMINICANA,1,2654
3708,2022,CmaraNegritudes,CONSEJOCOMUNITARIODECOMUNIDADESNEGRASDEGUAYABAL,SUECIA,2,2478
3709,2022,CmaraNegritudes,CONSEJOCOMUNITARIODECOMUNIDADESNEGRASDEGUAYABAL,SUIZA,11,2705
3710,2022,CmaraNegritudes,CONSEJOCOMUNITARIODECOMUNIDADESNEGRASDEGUAYABAL,TRINIDADYTOBAGO,1,227
3711,2022,CmaraNegritudes,CONSEJOCOMUNITARIODECOMUNIDADESNEGRASDEGUAYABAL,TURQUIA,4,83
3712,2022,CmaraNegritudes,CONSEJOCOMUNITARIODECOMUNIDADESNEGRASDEGUAYABAL,URUGUAY,2,846
3713,2022,CmaraNegritudes,CONSEJOCOMUNITARIODECOMUNIDADESNEGRASSOCOLANDO,AUSTRALIA,1,2484
3714,2022,CmaraNegritudes,CONSEJOCOMUNITARIODECOMUNIDADESNEGRASSOCOLANDO,BRASIL,1,280
3715,2022,CmaraNegritudes,CONSEJOCOMUNITARIODECOMUNIDADESNEGRASSOCOLANDO,CANADA,1,13202
3716,2022,CmaraNegritudes,CONSEJOCOMUNITARIODECOMUNIDADESNEGRASSOCOLANDO,CHILE,1,10774
3717,2022,CmaraNegritudes,CONSEJOCOMUNITARIODECOMUNIDADESNEGRASSOCOLANDO,ECUADOR,1,15309
3718,2022,CmaraNegritudes,CONSEJOCOMUNITARIODECOMUNIDADESNEGRASSOCOLANDO,ESPANA,8,27149
3719,2022,CmaraNegritudes,CONSEJOCOMUNITARIODECOMUNIDADESNEGRASSOCOLANDO,ESTADOSUNIDOS,8,20958
3720,2022,CmaraNegritudes,CONSEJOCOMUNITARIODECOMUNIDADESNEGRASSOCOLANDO,FRANCIA,1,4544
3721,2022,CmaraNegritudes,CONSEJOCOMUNITARIODECOMUNIDADESNEGRASSOCOLANDO,GUATEMALA,2,1506
3722,2022,CmaraNegritudes,CONSEJOCOMUNITARIODECOMUNIDADESNEGRASSOCOLANDO,INGLATERRA,2,15893
3723,2022,CmaraNegritudes,CONSEJOCOMUNITARIODECOMUNIDADESNEGRASSOCOLANDO,PANAMA,4,18690
3724,2022,CmaraNegritudes,CONSEJOCOMUNITARIODECOMUNIDADESNEGRASSOCOLANDO,PUERTORICO,1,1378
3725,2022,CmaraNegritudes,CONSEJOCOMUNITARIODECOMUNIDADESNEGRASSOCOLANDO,URUGUAY,1,846
3726,2022,CmaraNegritudes,CONSEJOCOMUNITARIODEFLAMENCOMUNICIPIODEMARALABAJA,ARUBA,1,4867
3727,2022,CmaraNegritudes,CONSEJOCOMUNITARIODEFLAMENCOMUNICIPIODEMARALABAJA,AUSTRALIA,1,5035
3728,2022,CmaraNegritudes,CONSEJOCOMUNITARIODEFLAMENCOMUNICIPIODEMARALABAJA,BRASIL,2,2629
3729,2022,CmaraNegritudes,CONSEJOCOMUNITARIODEFLAMENCOMUNICIPIODEMARALABAJA,CANADA,3,12751
3730,2022,CmaraNegritudes,CONSEJOCOMUNITARIODEFLAMENCOMUNICIPIODEMARALABAJA,CHILE,2,10774
3731,2022,CmaraNegritudes,CONSEJOCOMUNITARIODEFLAMENCOMUNICIPIODEMARALABAJA,COSTARICA,1,9471
3732,2022,CmaraNegritudes,CONSEJOCOMUNITARIODEFLAMENCOMUNICIPIODEMARALABAJA,ECUADOR,3,1908
3733,2022,CmaraNegritudes,CONSEJOCOMUNITARIODEFLAMENCOMUNICIPIODEMARALABAJA,EMIRATOSARABESUNIDOS,1,2087
3734,2022,CmaraNegritudes,CONSEJOCOMUNITARIODEFLAMENCOMUNICIPIODEMARALABAJA,ESTADOSUNIDOS,8,20958
3735,2022,CmaraNegritudes,CONSEJOCOMUNITARIODEFLAMENCOMUNICIPIODEMARALABAJA,INGLATERRA,2,15893
3736,2022,CmaraNegritudes,CONSEJOCOMUNITARIODEFLAMENCOMUNICIPIODEMARALABAJA,MEXICO,3,8606
3737,2022,CmaraNegritudes,CONSEJOCOMUNITARIODEFLAMENCOMUNICIPIODEMARALABAJA,NORUEGA,1,576
3738,2022,CmaraNegritudes,CONSEJOCOMUNITARIODEFLAMENCOMUNICIPIODEMARALABAJA,PERU,1,5592
3739,2022,CmaraNegritudes,CONSEJOCOMUNITARIODEFLAMENCOMUNICIPIODEMARALABAJA,PUERTORICO,1,1378
3740,2022,CmaraNegritudes,CONSEJOCOMUNITARIODEFLAMENCOMUNICIPIODEMARALABAJA,TURQUIA,1,164
3741,2022,CmaraNegritudes,CONSEJOCOMUNITARIODELACOMUNIDADNEGRADEVILLAGLORIA,ARGENTINA,5,14070
3742,2022,CmaraNegritudes,CONSEJOCOMUNITARIODELACOMUNIDADNEGRADEVILLAGLORIA,ARUBA,1,4867
3743,2022,CmaraNegritudes,CONSEJOCOMUNITARIODELACOMUNIDADNEGRADEVILLAGLORIA,AUSTRALIA,2,2484
3744,2022,CmaraNegritudes,CONSEJOCOMUNITARIODELACOMUNIDADNEGRADEVILLAGLORIA,AUSTRIA,1,1091
3745,2022,CmaraNegritudes,CONSEJOCOMUNITARIODELACOMUNIDADNEGRADEVILLAGLORIA,CANADA,6,12751
3746,2022,CmaraNegritudes,CONSEJOCOMUNITARIODELACOMUNIDADNEGRADEVILLAGLORIA,CHILE,5,6248
3747,2022,CmaraNegritudes,CONSEJOCOMUNITARIODELACOMUNIDADNEGRADEVILLAGLORIA,COSTARICA,1,9471
3748,2022,CmaraNegritudes,CONSEJOCOMUNITARIODELACOMUNIDADNEGRADEVILLAGLORIA,ECUADOR,6,15309
3749,2022,CmaraNegritudes,CONSEJOCOMUNITARIODELACOMUNIDADNEGRADEVILLAGLORIA,ESPANA,5,27149
3750,2022,CmaraNegritudes,CONSEJOCOMUNITARIODELACOMUNIDADNEGRADEVILLAGLORIA,ESTADOSUNIDOS,18,10815
3751,2022,CmaraNegritudes,CONSEJOCOMUNITARIODELACOMUNIDADNEGRADEVILLAGLORIA,FRANCIA,3,4544
3752,2022,CmaraNegritudes,CONSEJOCOMUNITARIODELACOMUNIDADNEGRADEVILLAGLORIA,MEXICO,1,8606
3753,2022,CmaraNegritudes,CONSEJOCOMUNITARIODELACOMUNIDADNEGRADEVILLAGLORIA,PAISESBAJOS,1,2660
3754,2022,CmaraNegritudes,CONSEJOCOMUNITARIODELACOMUNIDADNEGRADEVILLAGLORIA,PANAMA,1,18690
3755,2022,CmaraNegritudes,CONSEJOCOMUNITARIODELACOMUNIDADNEGRADEVILLAGLORIA,PERU,1,5592
3756,2022,CmaraNegritudes,CONSEJOCOMUNITARIODELACOMUNIDADNEGRADEVILLAGLORIA,REPUBLICADOMINICANA,1,2654
3757,2022,CmaraNegritudes,CONSEJOCOMUNITARIODELACOMUNIDADNEGRADEVILLAGLORIA,SUIZA,1,180
3758,2022,CmaraNegritudes,CONSEJOCOMUNITARIODELACOMUNIDADNEGRADEVILLAGLORIA,URUGUAY,1,846
3759,2022,CmaraNegritudes,CONSEJOCOMUNITARIODELACOMUNIDADNEGRALIMONES,ALEMANIA,3,3835
3760,2022,CmaraNegritudes,CONSEJOCOMUNITARIODELACOMUNIDADNEGRALIMONES,ARGENTINA,3,14070
3761,2022,CmaraNegritudes,CONSEJOCOMUNITARIODELACOMUNIDADNEGRALIMONES,AUSTRALIA,1,2484
3762,2022,CmaraNegritudes,CONSEJOCOMUNITARIODELACOMUNIDADNEGRALIMONES,BELGICA,5,3080
3763,2022,CmaraNegritudes,CONSEJOCOMUNITARIODELACOMUNIDADNEGRALIMONES,BRASIL,1,2629
3764,2022,CmaraNegritudes,CONSEJOCOMUNITARIODELACOMUNIDADNEGRALIMONES,CANADA,3,12751
3765,2022,CmaraNegritudes,CONSEJOCOMUNITARIODELACOMUNIDADNEGRALIMONES,CHILE,7,3736
3766,2022,CmaraNegritudes,CONSEJOCOMUNITARIODELACOMUNIDADNEGRALIMONES,COSTARICA,1,9471
3767,2022,CmaraNegritudes,CONSEJOCOMUNITARIODELACOMUNIDADNEGRALIMONES,CURAZAO,6,1984
3768,2022,CmaraNegritudes,CONSEJOCOMUNITARIODELACOMUNIDADNEGRALIMONES,ECUADOR,2,15309
3769,2022,CmaraNegritudes,CONSEJOCOMUNITARIODELACOMUNIDADNEGRALIMONES,ESPANA,22,27149
3770,2022,CmaraNegritudes,CONSEJOCOMUNITARIODELACOMUNIDADNEGRALIMONES,ESTADOSUNIDOS,28,2379
3771,2022,CmaraNegritudes,CONSEJOCOMUNITARIODELACOMUNIDADNEGRALIMONES,FRANCIA,1,8414
3772,2022,CmaraNegritudes,CONSEJOCOMUNITARIODELACOMUNIDADNEGRALIMONES,INGLATERRA,5,15893
3773,2022,CmaraNegritudes,CONSEJOCOMUNITARIODELACOMUNIDADNEGRALIMONES,LUXEMBURGO,1,149
3774,2022,CmaraNegritudes,CONSEJOCOMUNITARIODELACOMUNIDADNEGRALIMONES,PANAMA,25,18690
3775,2022,CmaraNegritudes,CONSEJOCOMUNITARIODELACOSTAPACFICACONCOSTA,ALEMANIA,8,3053
3776,2022,CmaraNegritudes,CONSEJOCOMUNITARIODELACOSTAPACFICACONCOSTA,ARGENTINA,8,14070
3777,2022,CmaraNegritudes,CONSEJOCOMUNITARIODELACOSTAPACFICACONCOSTA,ARUBA,2,4867
3778,2022,CmaraNegritudes,CONSEJOCOMUNITARIODELACOSTAPACFICACONCOSTA,AUSTRALIA,11,4986
3779,2022,CmaraNegritudes,CONSEJOCOMUNITARIODELACOSTAPACFICACONCOSTA,AUSTRIA,1,1091
3780,2022,CmaraNegritudes,CONSEJOCOMUNITARIODELACOSTAPACFICACONCOSTA,BELGICA,4,3080
3781,2022,CmaraNegritudes,CONSEJOCOMUNITARIODELACOSTAPACFICACONCOSTA,BRASIL,3,654
3782,2022,CmaraNegritudes,CONSEJOCOMUNITARIODELACOSTAPACFICACONCOSTA,CANADA,8,5114
3783,2022,CmaraNegritudes,CONSEJOCOMUNITARIODELACOSTAPACFICACONCOSTA,CHILE,7,3736
3784,2022,CmaraNegritudes,CONSEJOCOMUNITARIODELACOSTAPACFICACONCOSTA,COSTARICA,2,9471
3785,2022,CmaraNegritudes,CONSEJOCOMUNITARIODELACOSTAPACFICACONCOSTA,CUBA,1,425
3786,2022,CmaraNegritudes,CONSEJOCOMUNITARIODELACOSTAPACFICACONCOSTA,CURAZAO,2,1984
3787,2022,CmaraNegritudes,CONSEJOCOMUNITARIODELACOSTAPACFICACONCOSTA,ECUADOR,12,15309
3788,2022,CmaraNegritudes,CONSEJOCOMUNITARIODELACOSTAPACFICACONCOSTA,ESPANA,43,27149
3789,2022,CmaraNegritudes,CONSEJOCOMUNITARIODELACOSTAPACFICACONCOSTA,ESTADOSUNIDOS,59,10815
3790,2022,CmaraNegritudes,CONSEJOCOMUNITARIODELACOSTAPACFICACONCOSTA,FRANCIA,9,4544
3791,2022,CmaraNegritudes,CONSEJOCOMUNITARIODELACOSTAPACFICACONCOSTA,GHANA,2,7
3792,2022,CmaraNegritudes,CONSEJOCOMUNITARIODELACOSTAPACFICACONCOSTA,INGLATERRA,3,15893
3793,2022,CmaraNegritudes,CONSEJOCOMUNITARIODELACOSTAPACFICACONCOSTA,ITALIA,3,5213
3794,2022,CmaraNegritudes,CONSEJOCOMUNITARIODELACOSTAPACFICACONCOSTA,JAMAICA,1,155
3795,2022,CmaraNegritudes,CONSEJOCOMUNITARIODELACOSTAPACFICACONCOSTA,MEXICO,4,8606
3796,2022,CmaraNegritudes,CONSEJOCOMUNITARIODELACOSTAPACFICACONCOSTA,PAISESBAJOS,2,2660
3797,2022,CmaraNegritudes,CONSEJOCOMUNITARIODELACOSTAPACFICACONCOSTA,PANAMA,8,18690
3798,2022,CmaraNegritudes,CONSEJOCOMUNITARIODELACOSTAPACFICACONCOSTA,PERU,1,5592
3799,2022,CmaraNegritudes,CONSEJOCOMUNITARIODELACOSTAPACFICACONCOSTA,PUERTORICO,4,1378
3800,2022,CmaraNegritudes,CONSEJOCOMUNITARIODELACOSTAPACFICACONCOSTA,SUIZA,4,2705
3801,2022,CmaraNegritudes,CONSEJOCOMUNITARIODELACOSTAPACFICACONCOSTA,VENEZUELA,1,3092
3802,2022,CmaraNegritudes,CONSEJOCOMUNITARIODELGUABAL,ALEMANIA,1,3053
3803,2022,CmaraNegritudes,CONSEJOCOMUNITARIODELGUABAL,ARGENTINA,2,14070
3804,2022,CmaraNegritudes,CONSEJOCOMUNITARIODELGUABAL,AUSTRALIA,5,4986
3805,2022,CmaraNegritudes,CONSEJOCOMUNITARIODELGUABAL,CHILE,4,3736
3806,2022,CmaraNegritudes,CONSEJOCOMUNITARIODELGUABAL,COSTARICA,1,9471
3807,2022,CmaraNegritudes,CONSEJOCOMUNITARIODELGUABAL,ECUADOR,1,3501
3808,2022,CmaraNegritudes,CONSEJOCOMUNITARIODELGUABAL,ESPANA,4,27149
3809,2022,CmaraNegritudes,CONSEJOCOMUNITARIODELGUABAL,ESTADOSUNIDOS,11,10815
3810,2022,CmaraNegritudes,CONSEJOCOMUNITARIODELGUABAL,FRANCIA,6,8414
3811,2022,CmaraNegritudes,CONSEJOCOMUNITARIODELGUABAL,INGLATERRA,1,15893
3812,2022,CmaraNegritudes,CONSEJOCOMUNITARIODELGUABAL,PAISESBAJOS,1,1063
3813,2022,CmaraNegritudes,CONSEJOCOMUNITARIODELGUABAL,PANAMA,2,18690
3814,2022,CmaraNegritudes,CONSEJOCOMUNITARIODELOSCORREGIMIENTOSDESANANTONIOYELCASTILLOMUNICIPIODEELCERRITO,ALEMANIA,2,3053
3815,2022,CmaraNegritudes,CONSEJOCOMUNITARIODELOSCORREGIMIENTOSDESANANTONIOYELCASTILLOMUNICIPIODEELCERRITO,ARGENTINA,1,14070
3816,2022,CmaraNegritudes,CONSEJOCOMUNITARIODELOSCORREGIMIENTOSDESANANTONIOYELCASTILLOMUNICIPIODEELCERRITO,AUSTRALIA,1,2484
3817,2022,CmaraNegritudes,CONSEJOCOMUNITARIODELOSCORREGIMIENTOSDESANANTONIOYELCASTILLOMUNICIPIODEELCERRITO,AUSTRIA,1,1091
3818,2022,CmaraNegritudes,CONSEJOCOMUNITARIODELOSCORREGIMIENTOSDESANANTONIOYELCASTILLOMUNICIPIODEELCERRITO,BELGICA,1,3080
3819,2022,CmaraNegritudes,CONSEJOCOMUNITARIODELOSCORREGIMIENTOSDESANANTONIOYELCASTILLOMUNICIPIODEELCERRITO,CANADA,1,13202
3820,2022,CmaraNegritudes,CONSEJOCOMUNITARIODELOSCORREGIMIENTOSDESANANTONIOYELCASTILLOMUNICIPIODEELCERRITO,CHILE,1,10774
3821,2022,CmaraNegritudes,CONSEJOCOMUNITARIODELOSCORREGIMIENTOSDESANANTONIOYELCASTILLOMUNICIPIODEELCERRITO,COSTARICA,2,9471
3822,2022,CmaraNegritudes,CONSEJOCOMUNITARIODELOSCORREGIMIENTOSDESANANTONIOYELCASTILLOMUNICIPIODEELCERRITO,ECUADOR,1,15309
3823,2022,CmaraNegritudes,CONSEJOCOMUNITARIODELOSCORREGIMIENTOSDESANANTONIOYELCASTILLOMUNICIPIODEELCERRITO,EMIRATOSARABESUNIDOS,1,2087
3824,2022,CmaraNegritudes,CONSEJOCOMUNITARIODELOSCORREGIMIENTOSDESANANTONIOYELCASTILLOMUNICIPIODEELCERRITO,ESPANA,5,10945
3825,2022,CmaraNegritudes,CONSEJOCOMUNITARIODELOSCORREGIMIENTOSDESANANTONIOYELCASTILLOMUNICIPIODEELCERRITO,ESTADOSUNIDOS,8,10449
3826,2022,CmaraNegritudes,CONSEJOCOMUNITARIODELOSCORREGIMIENTOSDESANANTONIOYELCASTILLOMUNICIPIODEELCERRITO,FRANCIA,1,4544
3827,2022,CmaraNegritudes,CONSEJOCOMUNITARIODELOSCORREGIMIENTOSDESANANTONIOYELCASTILLOMUNICIPIODEELCERRITO,ITALIA,2,382
3828,2022,CmaraNegritudes,CONSEJOCOMUNITARIODELOSCORREGIMIENTOSDESANANTONIOYELCASTILLOMUNICIPIODEELCERRITO,MEXICO,1,8606
3829,2022,CmaraNegritudes,CONSEJOCOMUNITARIODELOSCORREGIMIENTOSDESANANTONIOYELCASTILLOMUNICIPIODEELCERRITO,PAISESBAJOS,1,1063
3830,2022,CmaraNegritudes,CONSEJOCOMUNITARIODELOSCORREGIMIENTOSDESANANTONIOYELCASTILLOMUNICIPIODEELCERRITO,PERU,1,5592
3831,2022,CmaraNegritudes,CONSEJOCOMUNITARIODELOSCORREGIMIENTOSDESANANTONIOYELCASTILLOMUNICIPIODEELCERRITO,SUIZA,2,2705
3832,2022,CmaraNegritudes,CONSEJOCOMUNITARIODELROGUAJU,ARGENTINA,3,14070
3833,2022,CmaraNegritudes,CONSEJOCOMUNITARIODELROGUAJU,AUSTRALIA,1,4986
3834,2022,CmaraNegritudes,CONSEJOCOMUNITARIODELROGUAJU,AUSTRIA,1,117
3835,2022,CmaraNegritudes,CONSEJOCOMUNITARIODELROGUAJU,BRASIL,2,2629
3836,2022,CmaraNegritudes,CONSEJOCOMUNITARIODELROGUAJU,CANADA,2,5114
3837,2022,CmaraNegritudes,CONSEJOCOMUNITARIODELROGUAJU,CHILE,3,3736
3838,2022,CmaraNegritudes,CONSEJOCOMUNITARIODELROGUAJU,ECUADOR,2,15309
3839,2022,CmaraNegritudes,CONSEJOCOMUNITARIODELROGUAJU,ESPANA,6,10945
3840,2022,CmaraNegritudes,CONSEJOCOMUNITARIODELROGUAJU,ESTADOSUNIDOS,2,10815
3841,2022,CmaraNegritudes,CONSEJOCOMUNITARIODELROGUAJU,FRANCIA,3,8414
3842,2022,CmaraNegritudes,CONSEJOCOMUNITARIODELROGUAJU,HUNGRIA,1,196
3843,2022,CmaraNegritudes,CONSEJOCOMUNITARIODELROGUAJU,INGLATERRA,1,15893
3844,2022,CmaraNegritudes,CONSEJOCOMUNITARIODELROGUAJU,ITALIA,1,22
3845,2022,CmaraNegritudes,CONSEJOCOMUNITARIODELROGUAJU,MEXICO,1,8606
3846,2022,CmaraNegritudes,CONSEJOCOMUNITARIODELROGUAJU,PERU,1,5592
3847,2022,CmaraNegritudes,CONSEJOCOMUNITARIODEVUELTAMANZA,ALEMANIA,1,1073
3848,2022,CmaraNegritudes,CONSEJOCOMUNITARIODEVUELTAMANZA,ARGENTINA,1,14070
3849,2022,CmaraNegritudes,CONSEJOCOMUNITARIODEVUELTAMANZA,CANADA,2,5114
3850,2022,CmaraNegritudes,CONSEJOCOMUNITARIODEVUELTAMANZA,CHILE,2,3736
3851,2022,CmaraNegritudes,CONSEJOCOMUNITARIODEVUELTAMANZA,ESPANA,3,27149
3852,2022,CmaraNegritudes,CONSEJOCOMUNITARIODEVUELTAMANZA,ESTADOSUNIDOS,5,611
3853,2022,CmaraNegritudes,CONSEJOCOMUNITARIODEVUELTAMANZA,FRANCIA,2,4544
3854,2022,CmaraNegritudes,CONSEJOCOMUNITARIODEVUELTAMANZA,SUECIA,1,2478
3855,2022,CmaraNegritudes,CONSEJOCOMUNITARIODEVUELTAMANZA,SUIZA,2,2705
3856,2022,CmaraNegritudes,CONSEJOCOMUNITARIODEVUELTAMANZA,VENEZUELA,1,1808
3857,2022,CmaraNegritudes,CONSEJOCOMUNITARIOINTEGRALDELLOR,ALEMANIA,2,3053
3858,2022,CmaraNegritudes,CONSEJOCOMUNITARIOINTEGRALDELLOR,AUSTRALIA,2,4986
3859,2022,CmaraNegritudes,CONSEJOCOMUNITARIOINTEGRALDELLOR,CANADA,3,12751
